seq_index,start_position,end_position,is_reversed_complement
2349,20,26,0
2349,51,57,0
686,88,94,0
686,119,125,0
3292,19,25,0
3292,50,56,0
3219,35,41,0
3219,66,72,0
550,97,103,0
550,128,134,0
550,107,113,0
550,138,144,0
1049,106,112,0
1049,137,143,0
3761,54,60,0
3761,85,91,0
3761,102,108,0
3761,133,139,0
3761,23,29,0
3761,54,60,0
3761,82,88,0
3761,113,119,0
525,42,48,0
525,73,79,0
843,63,69,0
843,94,100,0
843,94,100,0
843,125,131,0
4737,51,57,0
4737,82,88,0
4737,77,83,0
4737,108,114,0
365,13,19,0
365,44,50,0
4526,38,44,0
4526,69,75,0
3650,65,71,0
3650,96,102,0
3650,17,23,0
3650,48,54,0
3650,23,29,0
3650,54,60,0
5377,34,40,0
5377,65,71,0
5377,20,26,0
5377,51,57,0
4168,101,107,0
4168,132,138,0
1768,53,59,0
1768,84,90,0
453,54,60,0
453,85,91,0
453,85,91,0
453,116,122,0
4782,25,31,0
4782,56,62,0
3134,19,25,0
3134,50,56,0
3134,100,106,0
3134,131,137,0
3134,69,75,0
3134,100,106,0
1905,88,94,0
1905,119,125,0
4802,100,106,0
4802,131,137,0
4802,43,49,0
4802,74,80,0
4802,65,71,0
4802,96,102,0
4802,41,47,0
4802,72,78,0
4050,73,79,0
4050,104,110,0
4671,13,19,0
4671,44,50,0
4231,107,113,0
4231,138,144,0
5839,90,96,0
5839,121,127,0
5839,69,75,0
5839,100,106,0
895,38,44,0
895,69,75,0
895,96,102,0
895,127,133,0
895,103,109,0
895,134,140,0
586,87,93,0
586,118,124,0
1273,26,32,0
1273,57,63,0
1281,42,48,0
1281,73,79,0
4755,23,29,0
4755,54,60,0
3690,94,100,0
3690,125,131,0
3494,72,78,0
3494,103,109,0
3494,103,109,0
3494,134,140,0
2420,64,70,0
2420,95,101,0
4642,92,98,0
4642,123,129,0
2259,26,32,0
2259,57,63,0
2259,69,75,0
2259,100,106,0
2259,100,106,0
2259,131,137,0
2408,43,49,0
2408,74,80,0
2408,37,43,0
2408,68,74,0
5094,80,86,0
5094,111,117,0
5094,72,78,0
5094,103,109,0
5094,86,92,0
5094,117,123,0
4990,75,81,0
4990,106,112,0
4990,99,105,0
4990,130,136,0
3358,100,106,0
3358,131,137,0
3446,31,37,0
3446,62,68,0
2978,69,75,0
2978,100,106,0
2978,100,106,0
2978,131,137,0
1457,70,76,0
1457,101,107,0
5048,65,71,0
5048,96,102,0
5154,93,99,0
5154,124,130,0
2949,57,63,0
2949,88,94,0
3339,57,63,0
3339,88,94,0
4771,35,41,0
4771,66,72,0
4771,46,52,0
4771,77,83,0
5006,61,67,0
5006,92,98,0
328,59,65,0
328,90,96,0
328,28,34,0
328,59,65,0
5290,9,15,0
5290,40,46,0
1559,46,52,0
1559,77,83,0
3020,79,85,0
3020,110,116,0
734,27,33,0
734,58,64,0
2671,20,26,0
2671,51,57,0
2671,96,102,0
2671,127,133,0
232,12,18,0
232,43,49,0
4399,20,26,0
4399,51,57,0
407,18,24,0
407,49,55,0
1063,13,19,0
1063,44,50,0
4316,9,15,0
4316,40,46,0
3055,75,81,0
3055,106,112,0
4017,89,95,0
4017,120,126,0
2649,73,79,0
2649,104,110,0
247,17,23,0
247,48,54,0
663,29,35,0
663,60,66,0
3970,13,19,0
3970,44,50,0
630,68,74,0
630,99,105,0
130,84,90,0
130,115,121,0
5007,89,95,0
5007,120,126,0
974,15,21,0
974,46,52,0
922,96,102,0
922,127,133,0
1926,28,34,0
1926,59,65,0
5622,108,114,0
