seq_index,start_position,end_position,is_reversed_complement
5071,40,49,0
5071,69,78,0
5071,121,130,0
2352,19,28,0
2352,48,57,0
2352,100,109,0
4183,40,49,0
4183,69,78,0
4183,121,130,0
1978,40,49,0
1978,69,78,0
1978,121,130,0
5934,40,49,0
5934,69,78,0
5934,121,130,0
6018,40,49,0
6018,69,78,0
6018,121,130,0
3247,40,49,0
3247,69,78,0
3247,121,130,0
4919,40,49,0
4919,69,78,0
4919,121,130,0
1648,40,49,0
1648,69,78,0
1648,121,130,0
5177,40,49,0
5177,69,78,0
5177,121,130,0
1879,40,49,0
1879,69,78,0
1879,121,130,0
1384,40,49,0
1384,69,78,0
1384,121,130,0
