seq_index,start_position,end_position,is_reversed_complement
4671,68,77,0
4671,81,90,0
4671,102,111,0
4671,101,110,0
4671,114,123,0
4671,135,144,0
355,115,124,0
355,128,137,0
355,149,158,0
240,94,103,0
240,107,116,0
240,128,137,0
1742,68,77,0
1742,81,90,0
1742,102,111,0
1290,68,77,0
1290,81,90,0
1290,102,111,0
1467,7,16,0
1467,20,29,0
1467,41,50,0
4902,38,47,0
4902,51,60,0
4902,72,81,0
1828,33,42,0
1828,46,55,0
1828,67,76,0
4714,50,59,0
4714,63,72,0
4714,84,93,0
1670,68,77,0
1670,81,90,0
1670,102,111,0
1670,13,22,0
1670,26,35,0
1670,47,56,0
3527,72,81,0
3527,85,94,0
3527,106,115,0
1319,59,68,0
1319,72,81,0
1319,93,102,0
4027,5,14,0
4027,18,27,0
4027,39,48,0
1819,68,77,0
1819,81,90,0
1819,102,111,0
3943,47,56,0
3943,60,69,0
3943,81,90,0
4375,81,90,0
4375,94,103,0
4375,115,124,0
4636,68,77,0
4636,81,90,0
4636,102,111,0
4193,72,81,0
4193,85,94,0
4193,106,115,0
1890,112,121,0
1890,125,134,0
1890,146,155,0
1985,8,17,0
1985,21,30,0
1985,42,51,0
2308,51,60,0
2308,64,73,0
2308,85,94,0
77,101,110,0
77,114,123,0
77,135,144,0
3784,57,66,0
3784,70,79,0
3784,91,100,0
2529,54,63,0
2529,67,76,0
2529,88,97,0
1562,68,77,0
1562,81,90,0
1562,102,111,0
3048,93,102,0
3048,106,115,0
3048,127,136,0
75,98,107,0
75,111,120,0
75,132,141,0
3215,8,17,0
3215,21,30,0
3215,42,51,0
4382,17,26,0
4382,30,39,0
4382,51,60,0
3395,113,122,0
3395,126,135,0
3395,147,156,0
204,10,19,0
204,23,32,0
204,44,53,0
643,27,36,0
643,40,49,0
643,61,70,0
4091,68,77,0
4091,81,90,0
4091,102,111,0
4881,68,77,0
4881,81,90,0
4881,102,111,0
4881,28,37,0
4881,41,50,0
4881,62,71,0
5676,68,77,0
5676,81,90,0
5676,102,111,0
2551,68,77,0
2551,81,90,0
2551,102,111,0
2551,81,90,0
2551,94,103,0
2551,115,124,0
4821,35,44,0
4821,48,57,0
4821,69,78,0
5718,73,82,0
5718,86,95,0
5718,107,116,0
5718,94,103,0
5718,107,116,0
5718,128,137,0
4337,51,60,0
4337,64,73,0
4337,85,94,0
1891,68,77,0
1891,81,90,0
1891,102,111,0
5550,84,93,0
5550,97,106,0
5550,118,127,0
1465,47,56,0
1465,60,69,0
1465,81,90,0
1609,31,40,0
1609,44,53,0
1609,65,74,0
5192,68,77,0
5192,81,90,0
5192,102,111,0
3180,29,38,0
3180,42,51,0
3180,63,72,0
3180,28,37,0
3180,41,50,0
3180,62,71,0
4664,29,38,0
4664,42,51,0
4664,63,72,0
616,55,64,0
616,68,77,0
616,89,98,0
616,68,77,0
616,81,90,0
616,102,111,0
4976,34,43,0
4976,47,56,0
4976,68,77,0
702,38,47,0
702,51,60,0
702,72,81,0
6104,17,26,0
6104,30,39,0
6104,51,60,0
647,59,68,0
647,72,81,0
647,93,102,0
647,60,69,0
647,73,82,0
647,94,103,0
647,47,56,0
647,60,69,0
647,81,90,0
3271,68,77,0
3271,81,90,0
3271,102,111,0
5637,81,90,0
5637,94,103,0
5637,115,124,0
5005,68,77,0
5005,81,90,0
5005,102,111,0
3465,30,39,0
3465,43,52,0
3465,64,73,0
2305,28,37,0
2305,41,50,0
2305,62,71,0
