seq_index,start_position,end_position,is_reversed_complement
1955,104,111,0
1955,151,158,0
3405,73,80,0
3405,120,127,0
4583,40,47,0
4583,87,94,0
4802,73,80,0
4802,120,127,0
5565,62,69,0
5565,109,116,0
4755,18,25,0
4755,65,72,0
1457,18,25,0
1457,65,72,0
2540,46,53,0
2540,93,100,0
235,76,83,0
235,123,130,0
5201,48,55,0
5201,95,102,0
5028,76,83,0
5028,123,130,0
1926,93,100,0
1926,140,147,0
4629,61,68,0
4629,108,115,0
428,40,47,0
428,87,94,0
4418,40,47,0
4418,87,94,0
4209,40,47,0
4209,87,94,0
476,59,66,0
476,106,113,0
2694,61,68,0
2694,108,115,0
2127,48,55,0
2127,95,102,0
5286,48,55,0
5286,95,102,0
4618,24,31,0
4618,71,78,0
2099,50,57,0
2099,97,104,0
319,60,67,0
319,107,114,0
5953,40,47,0
5953,87,94,0
727,59,66,0
727,106,113,0
727,101,108,0
727,148,155,0
1313,40,47,0
1313,87,94,0
4936,40,47,0
4936,87,94,0
1681,27,34,0
1681,74,81,0
3223,25,32,0
3223,72,79,0
3958,40,47,0
3958,87,94,0
3080,40,47,0
3080,87,94,0
2345,48,55,0
2345,95,102,0
3842,40,47,0
3842,87,94,0
3542,89,96,0
3542,136,143,0
4302,51,58,0
4302,98,105,0
3512,90,97,0
3512,137,144,0
1568,40,47,0
1568,87,94,0
1937,102,109,0
1937,149,156,0
1991,13,20,0
1991,60,67,0
4172,48,55,0
4172,95,102,0
2754,40,47,0
2754,87,94,0
5298,48,55,0
5298,95,102,0
2946,23,30,0
2946,70,77,0
5535,40,47,0
5535,87,94,0
1591,47,54,0
1591,94,101,0
3146,47,54,0
3146,94,101,0
200,59,66,0
200,106,113,0
5430,23,30,0
5430,70,77,0
813,50,57,0
813,97,104,0
718,48,55,0
718,95,102,0
2669,10,17,0
2669,57,64,0
4440,40,47,0
4440,87,94,0
4888,73,80,0
4888,120,127,0
2619,91,98,0
2619,138,145,0
2042,19,26,0
2042,66,73,0
2042,76,83,0
2042,123,130,0
542,59,66,0
542,106,113,0
424,40,47,0
424,87,94,0
2481,40,47,0
2481,87,94,0
2972,16,23,0
2972,63,70,0
728,60,67,0
728,107,114,0
2707,40,47,0
2707,87,94,0
1664,68,75,0
1664,115,122,0
941,18,25,0
941,65,72,0
1132,57,64,0
1132,104,111,0
4937,97,104,0
4937,144,151,0
1689,52,59,0
1689,99,106,0
4519,48,55,0
4519,95,102,0
2141,20,27,0
2141,67,74,0
4262,71,78,0
4262,118,125,0
2717,23,30,0
2717,70,77,0
652,93,100,0
652,140,147,0
2916,40,47,0
2916,87,94,0
5673,47,54,0
5673,94,101,0
5140,68,75,0
5140,115,122,0
2796,64,71,0
2796,111,118,0
3738,40,47,0
3738,87,94,0
4132,40,47,0
4132,87,94,0
438,94,101,0
438,141,148,0
6022,40,47,0
6022,87,94,0
2958,19,26,0
2958,66,73,0
3329,40,47,0
3329,87,94,0
451,18,25,0
451,65,72,0
3633,47,54,0
3633,94,101,0
1863,52,59,0
1863,99,106,0
888,40,47,0
888,87,94,0
4810,56,63,0
4810,103,110,0
350,18,25,0
350,65,72,0
5585,50,57,0
5585,97,104,0
6105,40,47,0
6105,87,94,0
1150,76,83,0
1150,123,130,0
3264,56,63,0
3264,103,110,0
2996,22,29,0
2996,69,76,0
395,12,19,0
395,59,66,0
807,73,80,0
807,120,127,0
2826,23,30,0
2826,70,77,0
2805,17,24,0
2805,64,71,0
853,40,47,0
853,87,94,0
1161,76,83,0
1161,123,130,0
4491,45,52,0
4491,92,99,0
3909,76,83,0
3909,123,130,0
4580,53,60,0
4580,100,107,0
747,76,83,0
747,123,130,0
5170,40,47,0
5170,87,94,0
3480,52,59,0
3480,99,106,0
1407,40,47,0
1407,87,94,0
1113,15,22,0
1113,62,69,0
1632,76,83,0
1632,123,130,0
4332,27,34,0
4332,74,81,0
5599,50,57,0
5599,97,104,0
5233,94,101,0
5233,141,148,0
1052,23,30,0
1052,70,77,0
1771,40,47,0
1771,87,94,0
3176,18,25,0
3176,65,72,0
4121,46,53,0
4121,93,100,0
2580,70,77,0
2580,117,124,0
3551,27,34,0
3551,74,81,0
5695,40,47,0
5695,87,94,0
5985,15,22,0
5985,62,69,0
38,14,21,0
38,61,68,0
5777,22,29,0
5777,69,76,0
712,61,68,0
712,108,115,0
2500,40,47,0
2500,87,94,0
3257,11,18,0
3257,58,65,0
1337,40,47,0
1337,87,94,0
1671,76,83,0
1671,123,130,0
5679,66,73,0
5679,113,120,0
513,76,83,0
513,123,130,0
5583,59,66,0
5583,106,113,0
4454,18,25,0
4454,65,72,0
222,47,54,0
222,94,101,0
4318,40,47,0
4318,87,94,0
4976,8,15,0
4976,55,62,0
4982,40,47,0
4982,87,94,0
277,15,22,0
277,62,69,0
1415,70,77,0
1415,117,124,0
2670,40,47,0
2670,87,94,0
300,69,76,0
300,116,123,0
3530,76,83,0
3530,123,130,0
5039,48,55,0
5039,95,102,0
4072,76,83,0
4072,123,130,0
5299,73,80,0
5299,120,127,0
4844,40,47,0
4844,87,94,0
5720,40,47,0
5720,87,94,0
1931,40,47,0
1931,87,94,0
1021,76,83,0
1021,123,130,0
998,51,58,0
998,98,105,0
4637,69,76,0
4637,116,123,0
3595,13,20,0
3595,60,67,0
4975,40,47,0
4975,87,94,0
4478,40,47,0
4478,87,94,0
2046,68,75,0
2046,115,122,0
1106,76,83,0
1106,123,130,0
4885,18,25,0
4885,65,72,0
4678,76,83,0
4678,123,130,0
4099,40,47,0
4099,87,94,0
3807,18,25,0
3807,65,72,0
4606,48,55,0
4606,95,102,0
3737,54,61,0
3737,101,108,0
1532,59,66,0
1532,106,113,0
1710,48,55,0
1710,95,102,0
